"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"HSU20160330-TR8","SW-2016-1184897","Humboldt State University, Vertebrate Museum","Dolphin, unidentified","2016-MAR-20","CA","Humboldt","Trinidad","Located on the N. side of Trinidad head on Trinidad State Beach in the Rocky Intertidal.",41.3247896,40.8069794130663,-0.517810186933673,-124.945648,-124.122170449186,0.823477550813521
"HSU-RNSP-201509232","SW-2015-1193001","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-SEP-23","CA","Humboldt","Orick","Gold Bluffs Beach",41.331656,40.8069794130663,-0.524676586933673,-124.08126,-124.122170449186,-0.0409104491864838
"HSU-RNSP-201009022","SW-2010-1191961","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-SEP-02","CA","Humboldt","Orick","South Gold Bluffs Beach",41.335045,40.8069794130663,-0.528065586933671,-124.08203,-124.122170449186,-0.040140449186481
"HSU-RNSP-201507141","SW-2015-1192997","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-JUL-14","CA","Humboldt","Orick","South Gold Bluffs Beach",41.336713,40.8069794130663,-0.529733586933673,-124.081822,-124.122170449186,-0.0403484491864816
"HSU-RNSP-201006281","SW-2010-1191920","Humboldt State University, Vertebrate Museum","Seal, Guadalupe fur","2010-JUN-28","CA","Humboldt","Orick","Gold Bluffs Beach",41.342701,40.8069794130663,-0.535721586933668,-124.080056,-124.122170449186,-0.0421144491864851
"HSU-RNSP-200907251","SW-2009-1106895","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-25","CA","Humboldt","ORICK","SOUTH GOLD BLUFF AT SKUNK CABBAGE TRAIL, REDWOOD NATIONAL AND STATE PARK",41.343528,40.8069794130663,-0.536548586933669,-124.08006,-124.122170449186,-0.042110449186481
"HSU-RNSP-201009023","SW-2010-1191962","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2010-SEP-02","CA","Humboldt","Orick","South Gold Bluffs Beach",41.344537,40.8069794130663,-0.537557586933673,-124.079298,-124.122170449186,-0.0428724491864898
"HSU-RNSP-201509231","SW-2015-1193000","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-SEP-23","CA","Humboldt","Orick","Goldbluffs Beach",41.346323,40.8069794130663,-0.539343586933668,-124.07905,-124.122170449186,-0.0431204491864889
"HSU20120115-GB1","SW-2012-1150997","Humboldt State University, Vertebrate Museum","Seal, harbor","2012-JAN-15","CA","Humboldt","Orick","South of Gold Bluffs Beach campground",41.35072,40.8069794130663,-0.543740586933673,-124.0777,-124.122170449186,-0.0444704491864911
"HSU-RNSP-201508201","SW-2015-1192999","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2015-AUG-20","CA","Humboldt","Orick","Goldbluffs Beach",41.354309,40.8069794130663,-0.547329586933671,-124.077463,-124.122170449186,-0.0447074491864896
"HSU-RNSP-200703281","SW-2007-1185433","Humboldt State University, Vertebrate Museum","Seal, harbor","2007-MAR-28","CA","Humboldt","Orick","Gold Bluffs Beach",41.354996,40.8069794130663,-0.54801658693367,-124.07528,-124.122170449186,-0.0468904491864777
"HSU-RNSP-200805291","SW-2008-1093821","Humboldt State University, Vertebrate Museum","Sea lion, California","2008-MAY-29","CA","Humboldt",NA,"SOUTH GOLD BLUFFS BEACH BY ESPA LAGOON",41.356635,40.8069794130663,-0.549655586933667,-124.0753138,-124.122170449186,-0.0468566491864806
"HSU-RNSP-201009025","SW-2010-1191965","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2010-SEP-02","CA","Humboldt","Orick","South Gold Bluffs Beach",41.35836,40.8069794130663,-0.551380586933668,-124.0758323,-124.122170449186,-0.0463381491864823
"HSU-RNSP-201004292","SW-2010-1191912","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-APR-29","CA","Humboldt","Orick","South Gold Bluffs Beach near Espa creek",41.36274,40.8069794130663,-0.555760586933673,-124.074625,-124.122170449186,-0.0475454491864866
"HSU-RNSP-200907132","SW-2009-1106871","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.363644,40.8069794130663,-0.556664586933671,-124.07504,-124.122170449186,-0.0471304491864828
"HSU-RNSP-200906102","SW-2009-1106833","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUN-10","CA","Humboldt","ORICK","SOUTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.364619,40.8069794130663,-0.557639586933668,-124.0750268,-124.122170449186,-0.0471436491864807
"HSU-RNSP-200907134","SW-2009-1106875","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","SOUTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.367725,40.8069794130663,-0.56074558693367,-124.074228,-124.122170449186,-0.0479424491864791
"HSU-RNSP-201004291","SW-2010-1191911","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-APR-29","CA","Humboldt","Orick","South Gold Bluffs Beach",41.367879,40.8069794130663,-0.560899586933672,-124.074088,-124.122170449186,-0.0480824491864809
"HSU-RNSP-200907133","SW-2009-1106873","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","SOUTH GOLD BLUFFS BEACH",41.373551,40.8069794130663,-0.566571586933669,-124.07338,-124.122170449186,-0.0487904491864839
"HSU-RNSP-200702131","SW-2007-1185411","Humboldt State University, Vertebrate Museum","Sea lion, California","2007-FEB-13","CA","Humboldt","Orick","Gold Bluffs Beach.",41.373901,40.8069794130663,-0.566921586933667,-124.071663,-124.122170449186,-0.0505074491864832
"HSU-RNSP-201009024","SW-2010-1191964","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-SEP-02","CA","Humboldt","Orick","South Gold Bluffs Beach",41.374795,40.8069794130663,-0.567815586933669,-124.07334,-124.122170449186,-0.0488304491864824
"HSU-RNSP-200906101","SW-2009-1106831","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUN-10","CA","Humboldt","ORICK","SOUTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.37535374,40.8069794130663,-0.568374326933672,-124.073039,-124.122170449186,-0.0491314491864898
"HSU-RNSP-201006011","SW-2010-1185064","Humboldt State University, Vertebrate Museum","Porpoise, harbor","2010-JUN-01","CA","Humboldt","Orick","Gold Bluffs Beach, Prairie Creek Redwoods State Park",41.376056,40.8069794130663,-0.569076586933669,-124.072264,-124.122170449186,-0.04990644918648
"HSU20120115-GB2","SW-2012-1151018","Humboldt State University, Vertebrate Museum","Otter, sea","2012-JAN-15","CA","Humboldt","Orick","Gold Bluffs Beach; right in front of first main parking lot",41.37708,40.8069794130663,-0.57010058693367,-124.07236,-124.122170449186,-0.0498104491864808
"HSU-RNSP-200710171","SW-2007-1185441","Humboldt State University, Vertebrate Museum","Sea lion, California","2007-OCT-17","CA","Humboldt","Orick","Gold Bluffs Beach, between entrance of kiosk and campground.",41.377212,40.8069794130663,-0.57023258693367,-124.07102,-124.122170449186,-0.0511504491864798
"HSU-RNSP-201405291","SW-2014-1192989","Humboldt State University, Vertebrate Museum","Seal, harbor","2014-MAY-29","CA","Humboldt","Orick","Gold Bluffs Beach",41.378987,40.8069794130663,-0.572007586933672,-124.07203,-124.122170449186,-0.0501404491864861
"HSU-RNSP-201009021","SW-2010-1191959","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-SEP-02","CA","Humboldt","Orick",NA,41.379917,40.8069794130663,-0.572937586933669,-124.071774,-124.122170449186,-0.0503964491864792
"HSU20110929-GB1","SW-2011-1147128","Humboldt State University, Vertebrate Museum","Seal, harbor","2011-SEP-29","CA","Humboldt","Orick","Gold Bluffs Beach",41.38186,40.8069794130663,-0.574880586933673,-124.07171,-124.122170449186,-0.0504604491864882
"HSU-RNSP-200907135","SW-2009-1106867","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.38214,40.8069794130663,-0.57516058693367,-124.071886,-124.122170449186,-0.0502844491864778
"HSU-RNSP-200908121","SW-2009-1106911","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-AUG-12","CA","Humboldt","ORICK","NORTH GOLD BLUFFS BEACH, STRAIGHT OUT FROM CAMPGROUND, REDWOOD NATIONAL AND STATE PARK",41.383777,40.8069794130663,-0.576797586933672,-124.072161,-124.122170449186,-0.05000944918649
"HSU-RNSP-200802141","SW-2008-1088751","Humboldt State University, Vertebrate Museum","Seal, harbor","2008-FEB-14","CA","Humboldt",NA,"GOLDBLUFFS BEACH BETWEEN SQUASHAN CREEK & HOME CREEK",41.392318,40.8069794130663,-0.585338586933673,-124.0690718,-124.122170449186,-0.0530986491864809
"HSU-RNSP-200807311","SW-2008-1098815","Humboldt State University, Vertebrate Museum","Dolphin, unidentified","2008-JUL-31","CA","Humboldt","ORICK","GOLD BLUFFS BEACH",41.396741,40.8069794130663,-0.589761586933669,-124.0690366,-124.122170449186,-0.0531338491864801
"HSU-RNSP-201007011","SW-2010-1191922","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-JUL-01","CA","Humboldt","Orick","South Gold Bluffs Beach",41.397,40.8069794130663,-0.590020586933669,-124.07021,-124.122170449186,-0.0519604491864811
"NMMC-DW-14-18","SW-2014-1158297","Northcoast Marine Mammal Center","Seal, northern elephant","2014-APR-16","CA","Humboldt","TRINIDAD","INDIAN BEACH",41.4,40.8069794130663,-0.593020586933669,-124.9,-124.122170449186,0.777829550813522
"HSU-VM-2784","SW-2009-1106825","Humboldt State University, Vertebrate Museum","Seal, northern elephant","2009-JUN-09","CA","Humboldt",NA,"GOLD BLUFFS BEACH, AT FERN CANYON",41.40166,40.8069794130663,-0.59468058693367,-124.0698,-124.122170449186,-0.0523704491864834
"HSU-RNSP-201007012","SW-2010-1191923","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2010-JUL-01","CA","Humboldt","Orick","Gold Bluffs Beach",41.402258,40.8069794130663,-0.595278586933674,-124.069557,-124.122170449186,-0.0526134491864809
"NMMC-DW-11-01","SW-2011-1129479","Northcoast Marine Mammal Center","Seal, harbor","2011-MAR-20","CA","Humboldt","EUREKA","SOUTH SPIT SLOUGHS",41.403,40.8069794130663,-0.596020586933669,-13.907,-124.122170449186,-110.215170449186
"HSU-RNSP-200906221","SW-2009-1106853","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2009-JUN-22","CA","Humboldt",NA,"ON NORTH GOLD BLUFFS BEACH, NORTH OF FERN CANYON, REDWOOD NATIONAL AND STATE PARK",41.403243,40.8069794130663,-0.596263586933674,-124.068774,-124.122170449186,-0.0533964491864793
"HSU-RNSP-200908242","SW-2009-1106931","Humboldt State University, Vertebrate Museum","Porpoise, harbor","2009-AUG-24","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.404322,40.8069794130663,-0.597342586933671,-124.0693762,-124.122170449186,-0.0527942491864906
"HSU-RNSP-200908251","SW-2009-1106933","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-AUG-25","CA","Humboldt","ORICK","SOUTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.404322,40.8069794130663,-0.597342586933671,-124.0693761,-124.122170449186,-0.0527943491864846
"HSU-RNSP-200907136","SW-2009-1106863","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.405836,40.8069794130663,-0.598856586933671,-124.069293,-124.122170449186,-0.0528774491864823
"HSU-RNSP-200907138","SW-2009-1106869","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt",NA,"NORTH GOLD BLUFFS BEACH APPROXIMATELY 1 KM NORTH OF FERN CANYON PARKING AREA, REDWOOD NATIONAL AND STATE PARK",41.406976,40.8069794130663,-0.599996586933671,-124.0687497,-124.122170449186,-0.0534207491864862
"HSU-RNSP-200907131","SW-2009-1106865","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-13","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.407027,40.8069794130663,-0.60004758693367,-124.069073,-124.122170449186,-0.0530974491864811
"NMMC-DW-11-20","SW-2011-1133953","Northcoast Marine Mammal Center","Sea lion, California","2011-JUN-22","CA","Humboldt","TRINIDAD","COLLEGE COVE",41.4116,40.8069794130663,-0.60462058693367,-124.8972,-124.122170449186,0.775029550813514
"HSU-RNSP-201404021","SW-2014-1192987","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2014-APR-02","CA","Humboldt","Orick","Gold Bluff Beach",41.415464,40.8069794130663,-0.60848458693367,-124.0674171,-124.122170449186,-0.054753349186484
"HSU-RNSP-201405161","SW-2014-1192988","Humboldt State University, Vertebrate Museum","Seal, harbor","2014-MAY-16","CA","Humboldt","Orick","Mussel Beach",41.415464,40.8069794130663,-0.60848458693367,-124.067417,-124.122170449186,-0.0547534491864781
"HSU-RNSP-200710221","SW-2007-1185442","Humboldt State University, Vertebrate Museum","Sea lion, California","2007-OCT-22","CA","Humboldt","Orick","Gold Bluffs Beach near Ossagon rocks.",41.415533,40.8069794130663,-0.608553586933674,-124.06586,-124.122170449186,-0.0563104491864834
"HSU-RNSP-201006011","SW-2010-1191915","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-JUN-01","CA","Humboldt","Orick","Gold Bluffs Beach, Prairie Creek Redwoods State Park.",41.416446,40.8069794130663,-0.609466586933671,-124.0674,-124.122170449186,-0.0547704491864778
"HSU-RNSP-201005041","SW-2010-1191913","Humboldt State University, Vertebrate Museum","Seal, harbor","2010-MAY-04","CA","Humboldt","Orick","North Gold Bluffs Beach",41.416455,40.8069794130663,-0.609475586933669,-124.0674572,-124.122170449186,-0.0547132491864772
"HSU-RNSP-200710223","SW-2007-1185444","Humboldt State University, Vertebrate Museum","Seal, harbor","2007-OCT-22","CA","Humboldt","Orick","Gold Bluffs Beach, near Ossagon Rocks.",41.416846,40.8069794130663,-0.60986658693367,-124.06602,-124.122170449186,-0.0561504491864895
"HSU-RNSP-200706271","SW-2007-1185436","Humboldt State University, Vertebrate Museum","Seal, harbor","2007-JUN-27","CA","Humboldt","Klamath","North Gold Bluffs Beach, North of Fern Canyon, Prairie Creek State Park.",41.427462,40.8069794130663,-0.620482586933669,-124.065555,-124.122170449186,-0.0566154491864808
"HSU-RNSP-201504271","SW-2015-1192996","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-APR-27","CA","Humboldt","Orick","Gold Bluffs Beach",41.428355,40.8069794130663,-0.621375586933674,-124.066383,-124.122170449186,-0.0557874491864823
"NMMC-DW-15-52","SW-2015-1176426","Northcoast Marine Mammal Center","Seal, northern elephant","2015-SEP-02","CA","Humboldt","EUREKA","SOUTH JETTY",41.43,40.8069794130663,-0.62302058693367,-124.15,-124.122170449186,0.0278295508135216
"HSU-RNSP-201007294","SW-2010-1191935","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-JUL-29","CA","Humboldt","Orick",NA,41.43523,40.8069794130663,-0.628250586933667,-124.06605,-124.122170449186,-0.05612044918648
"HSU-RNSP-201007013","SW-2010-1191924","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-JUL-01","CA","Humboldt","Orick","North Gold Bluffs Beach",41.435517,40.8069794130663,-0.628537586933668,-124.06622,-124.122170449186,-0.0559504491864828
"HSU-RNSP-200706131","SW-2007-1185435","Humboldt State University, Vertebrate Museum","Sea lion, California","2007-JUN-13","CA","Humboldt","Klamath","North Gold Bluffs Beach",41.43934,40.8069794130663,-0.632360586933672,-124.064851,-124.122170449186,-0.0573194491864797
"HSU-RNSP-200701081","SW-2007-1185410","Humboldt State University, Vertebrate Museum","Sea lion, California","2007-JAN-08","CA","Humboldt","Orick","Gold Bluffs Beach",41.439749,40.8069794130663,-0.632769586933669,-124.0644,-124.122170449186,-0.0577704491864779
"NMMC-DW-10-67","SW-2010-1119118","Northcoast Marine Mammal Center","Sea lion, California","2010-JUN-20","CA","Humboldt","SAMOA","SAMOA BEACH",41.44,40.8069794130663,-0.633020586933668,-124.1,-124.122170449186,-0.0221704491864898
"HSU-RNSP-200906104","SW-2009-1106829","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2009-JUN-10","CA","Humboldt",NA,"ON NORTH GOLD BLUFFS BEACH NEAR OSSAGON ROCKS, REDWOOD NATIONAL AND STATE PARK",41.442579,40.8069794130663,-0.635599586933672,-124.0662214,-124.122170449186,-0.0559490491864807
"HSU-RNSP-200907281","SW-2009-1106899","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-JUL-28","CA","Humboldt","Orick","NORTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.446553,40.8069794130663,-0.639573586933672,-124.0660111,-124.122170449186,-0.0561593491864869
"NMMC-LH-07-02-R1","SW-2007-1072493","Northcoast Marine Mammal Center","Seal, northern elephant","2007-NOV-05","CA","Del Norte","CRESCENT CITY","CRESCENT CITY HARBOR",41.45,41.4859173232776,0.0359173232775873,-124012,-124.138200714381,123887.861799286
"HSU-RNSP-201008301","SW-2010-1191957","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-AUG-30","CA","Humboldt","Orick",NA,41.450239,40.8069794130663,-0.643259586933674,-124.06576,-124.122170449186,-0.0564104491864867
"HSU-RNSP-201007293","SW-2010-1191933","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-JUL-29","CA","Humboldt","Orick",NA,41.450249,40.8069794130663,-0.64326958693367,-124.0657,-124.122170449186,-0.0564704491864774
"HSU-RNSP-200908241","SW-2009-1106929","Humboldt State University, Vertebrate Museum","Sea lion, California","2009-AUG-24","CA","Humboldt","ORICK","NORTH GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.451128,40.8069794130663,-0.644148586933667,-124.066062,-124.122170449186,-0.0561084491864818
"HSU-RNSP-200805223","SW-2008-1093329","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2008-MAY-22","CA","Humboldt",NA,"NORTH GOLD BLUFFS BEACH",41.456353,40.8069794130663,-0.64937358693367,-124.0650461,-124.122170449186,-0.0571243491864806
"HSU-RNSP-200805222","SW-2008-1093325","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2008-MAY-22","CA","Humboldt","Klamath","NORTH GOLD BLUFFS BEACH",41.457357,40.8069794130663,-0.650377586933672,-124.0655894,-124.122170449186,-0.0565810491864909
"NMMC-DW-14-08","SW-2014-1156404","Northcoast Marine Mammal Center","Seal, northern elephant","2014-APR-05","CA","Humboldt","SAMOA","NORTH JETTY",41.46,40.8069794130663,-0.653020586933671,-124.14,-124.122170449186,0.0178295508135164
"HSU-RNSP-201007292","SW-2010-1191931","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2010-JUL-29","CA","Humboldt","Orick",NA,41.461073,40.8069794130663,-0.654093586933669,-124.065997,-124.122170449186,-0.0561734491864883
"HSU-RNSP-200908122","SW-2009-1106913","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2009-AUG-12","CA","Humboldt","ORICK","GOLD BLUFFS BEACH, REDWOOD NATIONAL AND STATE PARK",41.462913,40.8069794130663,-0.655933586933671,-124.066698,-124.122170449186,-0.0554724491864818
"HSU-RNSP-200805221","SW-2008-1093319","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2008-MAY-22","CA","Humboldt","Klamath","NORTH GOLD BLUFFS BEACH",41.467402,40.8069794130663,-0.66042258693367,-124.0653826,-124.122170449186,-0.0567878491864775
"NMMC-LH-06-41","SW-2006-1182762","Northcoast Marine Mammal Center","Sea lion, California","2006-SEP-04","CA","Del Norte","Crescent City","Pebble Beach",41.47,41.4859173232776,0.0159173232775913,-1224.15,-124.138200714381,1100.01179928562
"HSU-RNSP-200710222","SW-2007-1185443","Humboldt State University, Vertebrate Museum","Seal, harbor","2007-OCT-22","CA","Humboldt","Orick","Gold Bluffs Beach, far north end of Carruthers Cove.",41.471143,40.8069794130663,-0.664163586933668,-124.065958,-124.122170449186,-0.0562124491864893
"NMMC-DW-13-28","SW-2013-1154482","Northcoast Marine Mammal Center","Sea lion, California","2013-SEP-17","CA","Humboldt","MCKINLEYVILLE","CLAM BEACH",41.49,40.8069794130663,-0.683020586933672,-124.07,-124.122170449186,-0.0521704491864909
"HSU20140504-FK1","SW-2014-1178820","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2014-MAY-04","CA","Humboldt","Klamath","1/4 mile south of Wilson Creek Road on 101 Hwy",41.597,40.8069794130663,-0.790020586933672,-124.101,-124.122170449186,-0.021170449186485
"HSU20160619-CO3","SW-2016-1190048","Humboldt State University, Vertebrate Museum","Seal, northern elephant","2016-JUN-19","CA","Humboldt","Trinidad","On College Cove Beach",41.694931,40.8069794130663,-0.887951586933667,-124.1513,-124.122170449186,0.0291295508135221
"HSU-RNSP-201005171","SW-2010-1191914","Humboldt State University, Vertebrate Museum","Sea lion, California","2010-MAY-17","CA","Humboldt","Crescent City","Crescent City Beach",41.719791,40.8069794130663,-0.912811586933671,-124.148512,-124.122170449186,0.0263415508135125
"HSU20150625-CC11","SW-2015-1180190","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2015-JUN-25","CA","Humboldt","Crescent City",NA,41.735972,40.8069794130663,-0.928992586933667,-124.161234,-124.122170449186,0.0390635508135091
"HSU20140103-CC4","SW-2014-1192639","Humboldt State University, Vertebrate Museum","Seal, harbor","2014-JAN-03","CA","Humboldt","Crescent City","Crescent City Beach North",41.736,40.8069794130663,-0.929020586933667,-124.161,-124.122170449186,0.0388295508135172
"HSU20161001-CC22","SW-2016-1191790","Humboldt State University, Vertebrate Museum","Sea lion, unidentified","2016-OCT-01","CA","Humboldt","Crescent City","Approximately 1/4 mile south of northern end of beach segment.",41.743213,40.8069794130663,-0.936233586933668,-124.170855,-124.122170449186,0.048684550813519
"HSU20150625-CC12","SW-2015-1180121","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-JUN-25","CA","Humboldt","Del Norte",NA,41.743474,40.8069794130663,-0.936494586933669,-124.173018,-124.122170449186,0.0508475508135149
"HSU20140824-CC7","SW-2014-1192667","Humboldt State University, Vertebrate Museum","Seal, harbor","2014-AUG-24","CA","Del Norte","Crescent City","crescent beach",41.744359,41.4859173232776,-0.258441676722413,-124174377,-124.138200714381,124174252.861799
"HSU20150625-CC15","SW-2015-1180089","Humboldt State University, Vertebrate Museum","Sea lion, Steller","2015-JUN-25","CA","Humboldt","Crescent City",NA,41.745259,40.8069794130663,-0.938279586933668,-124.178291,-124.122170449186,0.0561205508135174
"HSU20150625-CC14","SW-2015-1180119","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-JUN-25","CA","Humboldt","Del Norte",NA,41.745869,40.8069794130663,-0.938889586933669,-124.178596,-124.122170449186,0.0564255508135147
"HSU20160922-CC21","SW-2016-1191789","Humboldt State University, Vertebrate Museum","Seal, harbor","2016-SEP-11","CA","Humboldt","Crescent City","Found near battery point",41.745927,40.8069794130663,-0.938947586933672,-124.201965,-124.122170449186,0.0797945508135172
"HSU20150328-CC8","SW-2015-1180202","Humboldt State University, Vertebrate Museum","Sea lion, California","2015-MAR-28","CA","Humboldt","Crescent City","north of pier in mean high tide zone.",41.748277,40.8069794130663,-0.941297586933672,-124.1809405,-124.122170449186,0.0587700508135214
"HSU20160207-PE2","SW-2016-1183830","Humboldt State University, Vertebrate Museum","Sea lion, California","2016-FEB-07","CA","Del Norte","Crescent City","Pebble Beach",41.770631,41.4859173232776,-0.284713676722411,-142.239147,-124.138200714381,18.1009462856187
"SWC-MA-08-39B","SW-2008-1075385","SeaWorld of California","Seal, northern elephant","2008-APR-06","CA","San Diego","ENCINITAS","NORTH OF BEACH ACCESS STAIRS AT GRANDVIEW STREET",42.39273,32.8061558059814,-9.58657419401862,-118.18077,-117.233907868453,0.946862131546666
"NMMC-LH-06-18","SW-2006-1056587",NA,"Seal, harbor","2006-APR-03","CA","Humboldt","ARCATA","MAD RIVER BEACH",46.56,40.8069794130663,-5.75302058693367,-124.08,-124.122170449186,-0.0421704491864858
"SWC-ZC-14-25B-R1","SW-2014-1157989","SeaWorld of California","Sea lion, California","2014-MAY-09","CA","San Diego","SAN DIEGO","IN CUSTODY AT SAIC ON POINT LOMA NAVAL BASE. ANIMAL WAS PICKED UP AT 1999 TATTNAL LANE NEAREST CROSS STREET WAS NIMITZ BOULEVARD.",52.726,32.8061558059814,-19.9198441940186,-117.217,-117.233907868453,-0.0169078684533304
"TMMC-CSL-9767","SW-2010-1140540","The Marine Mammal Center","Sea lion, California","2010-JUL-13","CA","San Luis Obispo","Oceano","Oceano Dune Vehicular Recreation Area, 100 yards south of Grand Avenue",53.117,35.3012965156931,-17.8157034843069,-120.639,-120.844880020444,-0.205880020443928
"TMMC-CSL-12094","SW-2015-1177919","The Marine Mammal Center","Sea lion, California","2015-MAR-24","CA","San Luis Obispo","Shell Beach","at end of the pier",55.153,35.3012965156931,-19.8517034843069,-120.67,-120.844880020444,-0.174880020443922
"TMMC-CSL-12092","SW-2015-1177917","The Marine Mammal Center","Sea lion, California","2015-MAR-24","CA","San Luis Obispo","Avila Beach","Port San Luis, from parking lot, 25 yds North of harford Pier",55.17,35.3012965156931,-19.8687034843069,-120.756,-120.844880020444,-0.0888800204439235
"TMMC-HS-2111","SW-2010-1138645","The Marine Mammal Center","Seal, harbor","2010-JUL-01","CA","San Luis Obispo","Cambria","Moonstone Beach (Monterey bay National Marine Sanctuary) below boardwalk on rocks, near the Blue Whale Inn",55.579,35.3012965156931,-20.2777034843069,-121.123,-120.844880020444,0.278119979556081
"NONE-ASSIGNED","SW-2009-1093003","USCG","Sea lion, California","2009-MAR-12","CA","San Francisco","SAN FRANCISCO","OFFSHORE ALCATRAZ ISLAND",57.5,37.7539533290175,-19.7460466709825,-122.26,-122.488784927995,-0.22878492799461
"CIMWI-V-16-124-ZC-118","SW-2016-1184746","Channel Islands Marine and Wildlife Institute","Sea lion, California","2016-MAR-11","CA","Ventura","Port Hueneme","NBVC-Port Hueneme Desalination Facility",64.147,34.1860281307087,-29.9609718692913,-119.211,-119.214604851601,-0.00360485160105384
"SWC-ZC-15-150B","SW-2015-1171707","SeaWorld of California","Sea lion, California","2015-FEB-11","CA","San Diego","CORONADO","BROUGHT IN TO SW SECURITY BY CORONADO POLICE DEPARTMENT",87,32.8061558059814,-54.1938441940186,-11.5,-117.233907868453,-105.733907868453
"SWC-ZC-15-334B","SW-2015-1172704","SeaWorld of California","Sea lion, California","2015-FEB-27","CA","San Diego","OCEANSIDE","IN CUSTODY OF OCEANSIDE LIFEGUARDS, PICKED UP AT 301 NORTH THE STRAND, OCEANSIDE",90,32.8061558059814,-57.1938441940186,-10.5,-117.233907868453,-106.733907868453
"SWC-ZC-09-28B","SW-2009-1088619","SeaWorld of California","Sea lion, California","2009-FEB-11","CA","San Diego","LA JOLLA","209 FERN GLEN AND NEPTUNE PLACE",95,32.8061558059814,-62.1938441940186,-11,-117.233907868453,-106.233907868453
"SWC-ZC-10-143B","SW-2010-1123092","SeaWorld of California","Sea lion, California","2010-JUN-01","CA","San Diego","POINT LOMA","ON THE SURFACE OF THE USS TOPEKA SUBMARINE",100,32.8061558059814,-67.1938441940186,-15.3,-117.233907868453,-101.933907868453
